Precinct Designation (Permanent),Early Votes,Votes Allowed,SubJurisidction,(Unused),Polling Place Votes,Contest Name,Precinct Name,Vote Total,Choice Name,Referendum Flag,Contest ID,Party Name,Provisional Votes,Polling Place Votes DS200,Early Votes DS200,Choice ID,Precinct ID (Election)
27,000038,01,,,000059,Presidential Electors,HOUCK,000102,"TRUMP, PENCE",,0302,REP,000005,000000,000000,002,0015
29,000006,01,,,000029,Presidential Electors,KINLICHEE,000042,"TRUMP, PENCE",,0302,REP,000007,000000,000000,002,0016
31,000013,01,,,000034,Presidential Electors,KLAGETOH,000054,"TRUMP, PENCE",,0302,REP,000007,000000,000000,002,0017
33,000012,01,,,000029,Presidential Electors,LUKACHUKAI,000047,"TRUMP, PENCE",,0302,REP,000006,000000,000000,002,0018
35,000009,01,,,000038,Presidential Electors,LUPTON,000050,"TRUMP, PENCE",,0302,REP,000003,000000,000000,002,0019
37,000004,01,,,000007,Presidential Electors,MCNARY,000011,"TRUMP, PENCE",,0302,REP,000000,000000,000000,002,0020
39,000021,01,,,000030,Presidential Electors,MANY FARMS,000051,"TRUMP, PENCE",,0302,REP,000000,000000,000000,002,0021
41,000001,01,,,000004,Presidential Electors,MEXICAN WATER,000005,"TRUMP, PENCE",,0302,REP,000000,000000,000000,002,0022
43,000011,01,,,000032,Presidential Electors,NAZLINI,000045,"TRUMP, PENCE",,0302,REP,000002,000000,000000,002,0023
45,000171,01,,,000040,Presidential Electors,NUTRIOSO,000213,"TRUMP, PENCE",,0302,REP,000002,000000,000000,002,0024
46,000009,01,,,000012,Presidential Electors,OAK SPRINGS,000024,"TRUMP, PENCE",,0302,REP,000003,000000,000000,002,0025
48,000101,01,T,,000101,Presidential Electors,PUERCO EAST & 49 PUERCO WES,000223,"TRUMP, PENCE",,0302,REP,000021,000000,000000,002,0026
51,000004,01,,,000006,Presidential Electors,RED MESA,000010,"TRUMP, PENCE",,0302,REP,000000,000000,000000,002,0027
52,000018,01,,,000060,Presidential Electors,RED VALLEY,000081,"TRUMP, PENCE",,0302,REP,000003,000000,000000,002,0028
54,000004,01,,,000025,Presidential Electors,ROCK POINT,000038,"TRUMP, PENCE",,0302,REP,000009,000000,000000,002,0029
56,000009,01,,,000014,Presidential Electors,ROUGH ROCK,000025,"TRUMP, PENCE",,0302,REP,000002,000000,000000,002,0030
58,000003,01,,,000018,Presidential Electors,ROUND ROCK,000025,"TRUMP, PENCE",,0302,REP,000004,000000,000000,002,0031
59,000273,01,,,000175,Presidential Electors,ROUND VALLEY,000470,"TRUMP, PENCE",,0302,REP,000022,000000,000000,002,0032
61,000441,01,,,000292,Presidential Electors,ST. JOHNS,000761,"TRUMP, PENCE",,0302,REP,000028,000000,000000,002,0033
65,000054,01,,,000061,Presidential Electors,ST. MICHAELS,000124,"TRUMP, PENCE",,0302,REP,000009,000000,000000,002,0034
67,000012,01,,,000023,Presidential Electors,SAWMILL,000039,"TRUMP, PENCE",,0302,REP,000004,000000,000000,002,0035
70,000298,01,,,000195,Presidential Electors,SPRINGERVILLE,000521,"TRUMP, PENCE",,0302,REP,000028,000000,000000,002,0036
74,000012,01,,,000022,Presidential Electors,STEAMBOAT,000038,"TRUMP, PENCE",,0302,REP,000004,000000,000000,002,0037
76,000014,01,,,000047,Presidential Electors,SWEETWATER,000061,"TRUMP, PENCE",,0302,REP,000000,000000,000000,002,0038
78,000010,01,,,000010,Presidential Electors,TACHEE,000022,"TRUMP, PENCE",,0302,REP,000002,000000,000000,002,0039
80,000017,01,,,000041,Presidential Electors,TEEC NOS POS,000061,"TRUMP, PENCE",,0302,REP,000003,000000,000000,002,0040
82,000597,01,,,000212,Presidential Electors,VERNON,000838,"TRUMP, PENCE",,0302,REP,000029,000000,000000,002,0041
84,000018,01,,,000023,Presidential Electors,WHEATFIELDS,000042,"TRUMP, PENCE",,0302,REP,000001,000000,000000,002,0042
86,000014,01,,,000022,Presidential Electors,WIDE RUINS,000037,"TRUMP, PENCE",,0302,REP,000001,000000,000000,002,0043
88,000068,01,,,000065,Presidential Electors,WINDOW ROCK,000144,"TRUMP, PENCE",,0302,REP,000011,000000,000000,002,0044
02,000009,01,,,000004,Presidential Electors,ALPINE,000013,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0001
03,000034,01,,,000032,Presidential Electors,CANYON DE CHELLY,000072,"JOHNSON, WELD",,0302,LBT,000006,000000,000000,003,0002
05,000016,01,,,000021,Presidential Electors,CHINLE,000038,"JOHNSON, WELD",,0302,LBT,000001,000000,000000,003,0003
09,000027,01,,,000017,Presidential Electors,CONCHO,000044,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0004
10,000005,01,,,000011,Presidential Electors,CORNFIELDS,000016,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0005
11,000006,01,,,000018,Presidential Electors,COTTONWOOD,000026,"JOHNSON, WELD",,0302,LBT,000002,000000,000000,003,0006
12,000011,01,,,000002,Presidential Electors,CORONADO,000013,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0007
13,000005,01,,,000011,Presidential Electors,DENNEHOTSO,000016,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0008
16,000015,01,,,000007,Presidential Electors,EAGAR,000022,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0009
17,000010,01,,,000002,Presidential Electors,FLAT TOP,000012,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0010
19,000041,01,,,000041,Presidential Electors,FT. DEFIANCE,000090,"JOHNSON, WELD",,0302,LBT,000008,000000,000000,003,0011
22,000009,01,,,000009,Presidential Electors,GANADO NORTH,000018,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0012
23,000010,01,,,000014,Presidential Electors,GANADO SOUTH,000025,"JOHNSON, WELD",,0302,LBT,000001,000000,000000,003,0013
25,000001,01,,,000000,Presidential Electors,GREER,000001,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0014
27,000028,01,,,000017,Presidential Electors,HOUCK,000047,"JOHNSON, WELD",,0302,LBT,000002,000000,000000,003,0015
29,000007,01,,,000016,Presidential Electors,KINLICHEE,000027,"JOHNSON, WELD",,0302,LBT,000004,000000,000000,003,0016
31,000009,01,,,000025,Presidential Electors,KLAGETOH,000035,"JOHNSON, WELD",,0302,LBT,000001,000000,000000,003,0017
33,000009,01,,,000030,Presidential Electors,LUKACHUKAI,000044,"JOHNSON, WELD",,0302,LBT,000005,000000,000000,003,0018
35,000003,01,,,000009,Presidential Electors,LUPTON,000012,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0019
37,000001,01,,,000003,Presidential Electors,MCNARY,000004,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0020
39,000019,01,,,000020,Presidential Electors,MANY FARMS,000045,"JOHNSON, WELD",,0302,LBT,000006,000000,000000,003,0021
41,000004,01,,,000005,Presidential Electors,MEXICAN WATER,000009,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0022
43,000015,01,,,000011,Presidential Electors,NAZLINI,000028,"JOHNSON, WELD",,0302,LBT,000002,000000,000000,003,0023
45,000004,01,,,000000,Presidential Electors,NUTRIOSO,000004,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0024
46,000010,01,,,000007,Presidential Electors,OAK SPRINGS,000017,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0025
48,000016,01,T,,000014,Presidential Electors,PUERCO EAST & 49 PUERCO WES,000032,"JOHNSON, WELD",,0302,LBT,000002,000000,000000,003,0026
51,000002,01,,,000007,Presidential Electors,RED MESA,000009,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0027
52,000007,01,,,000034,Presidential Electors,RED VALLEY,000045,"JOHNSON, WELD",,0302,LBT,000004,000000,000000,003,0028
54,000009,01,,,000018,Presidential Electors,ROCK POINT,000028,"JOHNSON, WELD",,0302,LBT,000001,000000,000000,003,0029
56,000005,01,,,000006,Presidential Electors,ROUGH ROCK,000012,"JOHNSON, WELD",,0302,LBT,000001,000000,000000,003,0030
58,000007,01,,,000013,Presidential Electors,ROUND ROCK,000023,"JOHNSON, WELD",,0302,LBT,000003,000000,000000,003,0031
59,000008,01,,,000006,Presidential Electors,ROUND VALLEY,000014,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0032
61,000022,01,,,000007,Presidential Electors,ST. JOHNS,000031,"JOHNSON, WELD",,0302,LBT,000002,000000,000000,003,0033
65,000019,01,,,000038,Presidential Electors,ST. MICHAELS,000062,"JOHNSON, WELD",,0302,LBT,000005,000000,000000,003,0034
67,000010,01,,,000018,Presidential Electors,SAWMILL,000028,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0035
70,000017,01,,,000010,Presidential Electors,SPRINGERVILLE,000028,"JOHNSON, WELD",,0302,LBT,000001,000000,000000,003,0036
74,000009,01,,,000013,Presidential Electors,STEAMBOAT,000022,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0037
76,000014,01,,,000022,Presidential Electors,SWEETWATER,000036,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0038
78,000001,01,,,000004,Presidential Electors,TACHEE,000005,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0039
80,000010,01,,,000017,Presidential Electors,TEEC NOS POS,000027,"JOHNSON, WELD",,0302,LBT,000000,000000,000000,003,0040
82,000024,01,,,000005,Presidential Electors,VERNON,000030,"JOHNSON, WELD",,0302,LBT,000001,000000,000000,003,0041
84,000013,01,,,000015,Presidential Electors,WHEATFIELDS,000030,"JOHNSON, WELD",,0302,LBT,000002,000000,000000,003,0042
86,000006,01,,,000012,Presidential Electors,WIDE RUINS,000019,"JOHNSON, WELD",,0302,LBT,000001,000000,000000,003,0043
88,000038,01,,,000021,Presidential Electors,WINDOW ROCK,000062,"JOHNSON, WELD",,0302,LBT,000003,000000,000000,003,0044
02,000002,01,,,000000,Presidential Electors,ALPINE,000002,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0001
03,000011,01,,,000017,Presidential Electors,CANYON DE CHELLY,000032,"STEIN, BARAKA",,0302,GRN,000004,000000,000000,004,0002
05,000006,01,,,000010,Presidential Electors,CHINLE,000017,"STEIN, BARAKA",,0302,GRN,000001,000000,000000,004,0003
09,000008,01,,,000003,Presidential Electors,CONCHO,000011,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0004
10,000001,01,,,000002,Presidential Electors,CORNFIELDS,000003,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0005
11,000003,01,,,000007,Presidential Electors,COTTONWOOD,000011,"STEIN, BARAKA",,0302,GRN,000001,000000,000000,004,0006
12,000003,01,,,000002,Presidential Electors,CORONADO,000005,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0007
13,000002,01,,,000007,Presidential Electors,DENNEHOTSO,000009,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0008
16,000004,01,,,000002,Presidential Electors,EAGAR,000007,"STEIN, BARAKA",,0302,GRN,000001,000000,000000,004,0009
17,000002,01,,,000000,Presidential Electors,FLAT TOP,000002,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0010
19,000013,01,,,000024,Presidential Electors,FT. DEFIANCE,000039,"STEIN, BARAKA",,0302,GRN,000002,000000,000000,004,0011
22,000002,01,,,000002,Presidential Electors,GANADO NORTH,000004,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0012
23,000004,01,,,000009,Presidential Electors,GANADO SOUTH,000015,"STEIN, BARAKA",,0302,GRN,000002,000000,000000,004,0013
25,000000,01,,,000000,Presidential Electors,GREER,000000,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0014
27,000005,01,,,000003,Presidential Electors,HOUCK,000009,"STEIN, BARAKA",,0302,GRN,000001,000000,000000,004,0015
29,000003,01,,,000003,Presidential Electors,KINLICHEE,000008,"STEIN, BARAKA",,0302,GRN,000002,000000,000000,004,0016
31,000005,01,,,000006,Presidential Electors,KLAGETOH,000012,"STEIN, BARAKA",,0302,GRN,000001,000000,000000,004,0017
33,000007,01,,,000006,Presidential Electors,LUKACHUKAI,000014,"STEIN, BARAKA",,0302,GRN,000001,000000,000000,004,0018
35,000002,01,,,000006,Presidential Electors,LUPTON,000008,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0019
37,000003,01,,,000000,Presidential Electors,MCNARY,000003,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0020
39,000002,01,,,000004,Presidential Electors,MANY FARMS,000007,"STEIN, BARAKA",,0302,GRN,000001,000000,000000,004,0021
41,000000,01,,,000001,Presidential Electors,MEXICAN WATER,000001,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0022
43,000000,01,,,000006,Presidential Electors,NAZLINI,000006,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0023
45,000001,01,,,000002,Presidential Electors,NUTRIOSO,000003,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0024
46,000002,01,,,000008,Presidential Electors,OAK SPRINGS,000010,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0025
48,000010,01,T,,000010,Presidential Electors,PUERCO EAST & 49 PUERCO WES,000020,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0026
51,000000,01,,,000002,Presidential Electors,RED MESA,000004,"STEIN, BARAKA",,0302,GRN,000002,000000,000000,004,0027
52,000000,01,,,000006,Presidential Electors,RED VALLEY,000006,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0028
54,000001,01,,,000006,Presidential Electors,ROCK POINT,000008,"STEIN, BARAKA",,0302,GRN,000001,000000,000000,004,0029
56,000000,01,,,000001,Presidential Electors,ROUGH ROCK,000001,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0030
58,000000,01,,,000005,Presidential Electors,ROUND ROCK,000005,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0031
59,000004,01,,,000001,Presidential Electors,ROUND VALLEY,000005,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0032
61,000016,01,,,000003,Presidential Electors,ST. JOHNS,000019,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0033
65,000013,01,,,000018,Presidential Electors,ST. MICHAELS,000039,"STEIN, BARAKA",,0302,GRN,000008,000000,000000,004,0034
67,000005,01,,,000010,Presidential Electors,SAWMILL,000016,"STEIN, BARAKA",,0302,GRN,000001,000000,000000,004,0035
70,000002,01,,,000002,Presidential Electors,SPRINGERVILLE,000005,"STEIN, BARAKA",,0302,GRN,000001,000000,000000,004,0036
74,000002,01,,,000008,Presidential Electors,STEAMBOAT,000011,"STEIN, BARAKA",,0302,GRN,000001,000000,000000,004,0037
76,000002,01,,,000005,Presidential Electors,SWEETWATER,000007,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0038
78,000001,01,,,000004,Presidential Electors,TACHEE,000006,"STEIN, BARAKA",,0302,GRN,000001,000000,000000,004,0039
80,000002,01,,,000003,Presidential Electors,TEEC NOS POS,000007,"STEIN, BARAKA",,0302,GRN,000002,000000,000000,004,0040
82,000010,01,,,000006,Presidential Electors,VERNON,000016,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0041
84,000004,01,,,000013,Presidential Electors,WHEATFIELDS,000017,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0042
86,000000,01,,,000005,Presidential Electors,WIDE RUINS,000005,"STEIN, BARAKA",,0302,GRN,000000,000000,000000,004,0043
88,000010,01,,,000019,Presidential Electors,WINDOW ROCK,000034,"STEIN, BARAKA",,0302,GRN,000005,000000,000000,004,0044
02,000002,01,,,000002,Presidential Electors,ALPINE,000004,WRITE-IN,,0302,NON,000000,000000,000000,005,0001
03,000010,01,,,000036,Presidential Electors,CANYON DE CHELLY,000051,WRITE-IN,,0302,NON,000005,000000,000000,005,0002
05,000018,01,,,000016,Presidential Electors,CHINLE,000036,WRITE-IN,,0302,NON,000002,000000,000000,005,0003
09,000020,01,,,000006,Presidential Electors,CONCHO,000027,WRITE-IN,,0302,NON,000001,000000,000000,005,0004
10,000005,01,,,000007,Presidential Electors,CORNFIELDS,000012,WRITE-IN,,0302,NON,000000,000000,000000,005,0005
11,000012,01,,,000008,Presidential Electors,COTTONWOOD,000021,WRITE-IN,,0302,NON,000001,000000,000000,005,0006
12,000014,01,,,000001,Presidential Electors,CORONADO,000016,WRITE-IN,,0302,NON,000001,000000,000000,005,0007
13,000001,01,,,000009,Presidential Electors,DENNEHOTSO,000010,WRITE-IN,,0302,NON,000000,000000,000000,005,0008
16,000012,01,,,000001,Presidential Electors,EAGAR,000013,WRITE-IN,,0302,NON,000000,000000,000000,005,0009
17,000007,01,,,000003,Presidential Electors,FLAT TOP,000010,WRITE-IN,,0302,NON,000000,000000,000000,005,0010
19,000013,01,,,000028,Presidential Electors,FT. DEFIANCE,000049,WRITE-IN,,0302,NON,000008,000000,000000,005,0011
22,000005,01,,,000007,Presidential Electors,GANADO NORTH,000014,WRITE-IN,,0302,NON,000002,000000,000000,005,0012
23,000017,01,,,000014,Presidential Electors,GANADO SOUTH,000032,WRITE-IN,,0302,NON,000001,000000,000000,005,0013
25,000000,01,,,000000,Presidential Electors,GREER,000000,WRITE-IN,,0302,NON,000000,000000,000000,005,0014
27,000012,01,,,000011,Presidential Electors,HOUCK,000023,WRITE-IN,,0302,NON,000000,000000,000000,005,0015
29,000002,01,,,000008,Presidential Electors,KINLICHEE,000011,WRITE-IN,,0302,NON,000001,000000,000000,005,0016
31,000005,01,,,000007,Presidential Electors,KLAGETOH,000016,WRITE-IN,,0302,NON,000004,000000,000000,005,0017
33,000011,01,,,000012,Presidential Electors,LUKACHUKAI,000024,WRITE-IN,,0302,NON,000001,000000,000000,005,0018
35,000004,01,,,000000,Presidential Electors,LUPTON,000004,WRITE-IN,,0302,NON,000000,000000,000000,005,0019
37,000002,01,,,000000,Presidential Electors,MCNARY,000002,WRITE-IN,,0302,NON,000000,000000,000000,005,0020
39,000008,01,,,000006,Presidential Electors,MANY FARMS,000017,WRITE-IN,,0302,NON,000003,000000,000000,005,0021
41,000001,01,,,000002,Presidential Electors,MEXICAN WATER,000004,WRITE-IN,,0302,NON,000001,000000,000000,005,0022
43,000009,01,,,000005,Presidential Electors,NAZLINI,000014,WRITE-IN,,0302,NON,000000,000000,000000,005,0023
45,000007,01,,,000000,Presidential Electors,NUTRIOSO,000007,WRITE-IN,,0302,NON,000000,000000,000000,005,0024
46,000000,01,,,000004,Presidential Electors,OAK SPRINGS,000004,WRITE-IN,,0302,NON,000000,000000,000000,005,0025
48,000017,01,T,,000015,Presidential Electors,PUERCO EAST & 49 PUERCO WES,000035,WRITE-IN,,0302,NON,000003,000000,000000,005,0026
51,000001,01,,,000003,Presidential Electors,RED MESA,000004,WRITE-IN,,0302,NON,000000,000000,000000,005,0027
52,000002,01,,,000001,Presidential Electors,RED VALLEY,000003,WRITE-IN,,0302,NON,000000,000000,000000,005,0028
54,000004,01,,,000011,Presidential Electors,ROCK POINT,000017,WRITE-IN,,0302,NON,000002,000000,000000,005,0029
56,000001,01,,,000005,Presidential Electors,ROUGH ROCK,000007,WRITE-IN,,0302,NON,000001,000000,000000,005,0030
58,000003,01,,,000008,Presidential Electors,ROUND ROCK,000011,WRITE-IN,,0302,NON,000000,000000,000000,005,0031
59,000006,01,,,000001,Presidential Electors,ROUND VALLEY,000007,WRITE-IN,,0302,NON,000000,000000,000000,005,0032
61,000011,01,,,000004,Presidential Electors,ST. JOHNS,000017,WRITE-IN,,0302,NON,000002,000000,000000,005,0033
65,000007,01,,,000010,Presidential Electors,ST. MICHAELS,000018,WRITE-IN,,0302,NON,000001,000000,000000,005,0034
67,000001,01,,,000012,Presidential Electors,SAWMILL,000015,WRITE-IN,,0302,NON,000002,000000,000000,005,0035
70,000001,01,,,000002,Presidential Electors,SPRINGERVILLE,000004,WRITE-IN,,0302,NON,000001,000000,000000,005,0036
74,000003,01,,,000003,Presidential Electors,STEAMBOAT,000008,WRITE-IN,,0302,NON,000002,000000,000000,005,0037
76,000000,01,,,000003,Presidential Electors,SWEETWATER,000003,WRITE-IN,,0302,NON,000000,000000,000000,005,0038
78,000001,01,,,000005,Presidential Electors,TACHEE,000007,WRITE-IN,,0302,NON,000001,000000,000000,005,0039
80,000001,01,,,000002,Presidential Electors,TEEC NOS POS,000004,WRITE-IN,,0302,NON,000001,000000,000000,005,0040
82,000008,01,,,000004,Presidential Electors,VERNON,000012,WRITE-IN,,0302,NON,000000,000000,000000,005,0041
84,000005,01,,,000020,Presidential Electors,WHEATFIELDS,000025,WRITE-IN,,0302,NON,000000,000000,000000,005,0042
86,000005,01,,,000004,Presidential Electors,WIDE RUINS,000009,WRITE-IN,,0302,NON,000000,000000,000000,005,0043
88,000010,01,,,000009,Presidential Electors,WINDOW ROCK,000021,WRITE-IN,,0302,NON,000002,000000,000000,005,0044
02,000000,01,,,000001,Presidential Electors,ALPINE,000001,OVER VOTES,,0302,,000000,000000,000000,006,0001
03,000010,01,,,000023,Presidential Electors,CANYON DE CHELLY,000034,OVER VOTES,,0302,,000001,000000,000000,006,0002
05,000004,01,,,000002,Presidential Electors,CHINLE,000006,OVER VOTES,,0302,,000000,000000,000000,006,0003
09,000003,01,,,000001,Presidential Electors,CONCHO,000004,OVER VOTES,,0302,,000000,000000,000000,006,0004
10,000001,01,,,000001,Presidential Electors,CORNFIELDS,000003,OVER VOTES,,0302,,000001,000000,000000,006,0005
11,000006,01,,,000012,Presidential Electors,COTTONWOOD,000019,OVER VOTES,,0302,,000001,000000,000000,006,0006
12,000001,01,,,000000,Presidential Electors,CORONADO,000001,OVER VOTES,,0302,,000000,000000,000000,006,0007
13,000002,01,,,000010,Presidential Electors,DENNEHOTSO,000012,OVER VOTES,,0302,,000000,000000,000000,006,0008
16,000001,01,,,000000,Presidential Electors,EAGAR,000001,OVER VOTES,,0302,,000000,000000,000000,006,0009
17,000002,01,,,000001,Presidential Electors,FLAT TOP,000004,OVER VOTES,,0302,,000001,000000,000000,006,0010
19,000012,01,,,000005,Presidential Electors,FT. DEFIANCE,000018,OVER VOTES,,0302,,000001,000000,000000,006,0011
22,000001,01,,,000004,Presidential Electors,GANADO NORTH,000006,OVER VOTES,,0302,,000001,000000,000000,006,0012
23,000002,01,,,000003,Presidential Electors,GANADO SOUTH,000006,OVER VOTES,,0302,,000001,000000,000000,006,0013
25,000000,01,,,000000,Presidential Electors,GREER,000000,OVER VOTES,,0302,,000000,000000,000000,006,0014
27,000001,01,,,000004,Presidential Electors,HOUCK,000006,OVER VOTES,,0302,,000001,000000,000000,006,0015
29,000005,01,,,000009,Presidential Electors,KINLICHEE,000014,OVER VOTES,,0302,,000000,000000,000000,006,0016
31,000001,01,,,000004,Presidential Electors,KLAGETOH,000005,OVER VOTES,,0302,,000000,000000,000000,006,0017
33,000002,01,,,000014,Presidential Electors,LUKACHUKAI,000017,OVER VOTES,,0302,,000001,000000,000000,006,0018
35,000001,01,,,000004,Presidential Electors,LUPTON,000005,OVER VOTES,,0302,,000000,000000,000000,006,0019
37,000000,01,,,000002,Presidential Electors,MCNARY,000003,OVER VOTES,,0302,,000001,000000,000000,006,0020
39,000003,01,,,000006,Presidential Electors,MANY FARMS,000011,OVER VOTES,,0302,,000002,000000,000000,006,0021
41,000000,01,,,000001,Presidential Electors,MEXICAN WATER,000001,OVER VOTES,,0302,,000000,000000,000000,006,0022
43,000004,01,,,000006,Presidential Electors,NAZLINI,000010,OVER VOTES,,0302,,000000,000000,000000,006,0023
45,000000,01,,,000000,Presidential Electors,NUTRIOSO,000000,OVER VOTES,,0302,,000000,000000,000000,006,0024
46,000000,01,,,000003,Presidential Electors,OAK SPRINGS,000003,OVER VOTES,,0302,,000000,000000,000000,006,0025
